time_ms,power_w
3,46.477
3,46.477
3,46.477
3,46.477
4,46.477
5,46.477
6,46.477
7,46.477
8,46.477
9,46.477
10,46.477
11,46.477
12,46.477
13,46.477
14,46.477
15,46.477
16,46.477
17,46.477
18,46.477
19,46.477
20,46.477
21,46.477
22,46.477
23,46.477
24,46.477
25,46.477
26,46.477
27,46.477
28,46.477
29,46.477
30,46.477
31,46.477
32,46.477
33,46.477
34,46.477
35,46.477
36,46.477
37,46.477
38,46.477
39,46.477
40,46.477
41,46.477
42,46.477
43,46.477
44,46.477
45,46.477
46,46.477
47,46.477
48,46.477
49,46.477
50,46.477
51,46.477
52,46.477
53,46.477
54,46.477
55,46.477
56,46.477
57,46.477
58,46.477
59,46.477
60,46.477
61,46.477
62,46.477
63,46.477
64,46.477
65,46.477
66,46.477
67,46.477
68,46.477
69,46.477
70,46.477
71,46.477
72,46.477
73,46.477
74,46.477
75,46.477
76,46.477
77,46.477
78,46.477
79,46.477
80,46.477
81,46.477
82,46.477
83,46.477
84,46.477
85,46.477
86,46.477
87,46.477
88,46.477
89,46.477
90,46.477
91,46.477
92,46.477
93,46.477
94,46.477
95,46.477
96,46.477
97,46.477
98,46.477
99,46.477
100,46.477
101,46.477
102,46.477
103,46.477
104,46.477
105,46.477
106,46.477
107,46.477
108,46.477
109,46.477
110,46.477
111,46.477
112,46.477
113,46.477
114,46.477
115,46.477
116,46.477
117,46.477
118,46.477
119,46.477
120,46.477
121,46.477
122,46.477
123,46.477
124,46.477
125,46.477
126,46.477
127,46.477
128,46.477
129,46.477
130,46.477
131,46.477
132,46.477
133,46.477
134,46.477
135,46.477
136,46.477
137,46.477
138,46.477
139,46.477
140,46.477
141,46.477
142,46.477
143,46.477
144,46.477
145,46.477
146,46.477
147,46.477
148,46.477
149,46.477
150,46.477
151,46.477
152,46.477
153,46.477
154,46.477
155,46.477
156,46.477
157,46.477
158,46.477
159,46.477
160,46.477
161,46.477
162,46.477
163,46.477
164,46.477
165,46.477
166,46.477
167,46.477
168,46.477
169,46.477
170,46.477
171,46.477
172,46.477
173,46.477
174,46.477
175,46.477
176,46.477
177,46.477
178,46.477
179,46.477
180,46.477
181,46.477
182,46.477
183,46.477
184,46.477
185,46.477
186,46.477
187,46.477
188,46.477
189,46.477
190,46.477
191,46.477
192,46.477
193,46.477
194,46.477
195,46.477
196,46.477
197,46.477
198,46.477
199,46.477
200,46.477
201,46.477
202,46.477
203,46.477
204,46.477
205,46.477
206,46.477
207,46.477
208,46.477
209,46.477
210,46.477
211,46.477
212,46.477
213,46.477
214,46.477
215,46.477
216,46.477
217,46.477
218,46.477
219,46.477
220,46.477
221,46.477
222,46.477
223,46.477
224,46.151
225,46.151
226,46.151
227,46.151
228,46.151
229,46.151
230,46.151
231,46.151
232,46.151
233,46.151
234,46.151
235,46.151
236,46.151
237,46.151
238,46.151
239,46.151
240,46.151
241,46.151
242,46.151
243,46.151
244,46.151
245,46.151
246,46.151
247,46.151
248,46.151
249,46.151
250,46.151
251,46.151
252,46.151
253,46.151
254,46.151
255,46.151
256,46.151
257,46.151
258,46.151
259,46.151
260,46.151
261,46.151
262,46.151
263,46.151
264,46.151
265,46.151
266,46.151
267,46.151
268,46.151
269,46.151
270,46.151
271,46.151
272,46.151
273,46.151
274,46.151
275,46.151
276,46.151
277,46.151
278,46.151
279,46.151
280,46.151
281,46.151
282,46.151
283,46.151
284,46.151
285,46.151
286,46.151
287,46.151
288,46.151
289,46.151
290,46.151
291,46.151
292,46.151
293,46.151
294,46.151
295,46.151
296,46.151
297,46.151
298,46.151
299,46.151
300,46.151
301,46.151
302,46.151
303,46.151
304,46.151
305,46.151
306,46.151
307,46.151
308,46.151
309,46.151
310,46.151
311,46.151
312,46.151
313,46.151
314,46.151
315,46.151
316,46.151
317,46.151
318,46.151
319,46.151
320,46.151
321,46.151
322,46.151
323,46.151
324,46.151
325,46.151
326,46.151
327,46.151
328,46.151
329,46.151
330,46.151
331,46.151
332,46.151
333,46.151
334,46.151
335,46.151
336,46.151
337,46.151
338,46.151
339,46.151
340,46.151
341,46.151
342,46.151
343,46.151
344,46.151
345,46.151
346,46.151
347,46.151
348,46.151
349,46.151
350,46.151
351,46.151
352,46.151
353,46.151
354,46.151
355,46.151
356,46.151
357,46.151
358,46.151
359,46.151
360,46.151
361,46.151
362,46.151
363,46.151
364,46.151
365,46.151
366,46.151
367,46.151
368,46.151
369,46.151
370,46.151
371,46.151
372,46.151
373,46.151
374,46.151
375,46.151
376,46.151
377,46.151
378,46.151
379,46.151
380,46.151
381,46.151
382,46.151
383,46.151
384,46.151
385,46.151
386,46.151
387,46.151
388,46.151
389,46.151
390,46.151
391,46.151
392,46.151
393,46.151
394,46.151
395,46.151
396,46.151
397,46.151
398,46.151
399,46.151
400,46.151
401,46.151
402,46.151
403,46.151
404,46.151
405,46.151
406,46.151
407,46.151
408,46.151
409,46.151
410,46.151
411,46.151
412,46.151
413,46.151
414,46.151
415,46.151
416,46.151
417,46.151
418,46.151
419,46.151
420,46.151
421,46.151
422,46.151
423,46.151
424,46.198
425,46.198
426,46.198
427,46.198
428,46.198
429,46.198
430,46.198
431,46.198
432,46.198
433,46.198
434,46.198
435,46.198
436,46.198
437,46.198
438,46.198
439,46.198
440,46.198
441,46.198
442,46.198
443,46.198
444,46.198
445,46.198
446,46.198
447,46.198
448,46.198
449,46.198
450,46.198
451,46.198
452,46.198
453,46.198
454,46.198
455,46.198
456,46.198
457,46.198
458,46.198
459,46.198
460,46.198
461,46.198
462,46.198
463,46.198
464,46.198
465,46.198
466,46.198
467,46.198
468,46.198
469,46.198
470,46.198
471,46.198
472,46.198
473,46.198
474,46.198
475,46.198
476,46.198
477,46.198
478,46.198
479,46.198
480,46.198
481,46.198
482,46.198
483,46.198
484,46.198
485,46.198
486,46.198
487,46.198
488,46.198
489,46.198
490,46.198
491,46.198
492,46.198
493,46.198
494,46.198
495,46.198
496,46.198
497,46.198
498,46.198
499,46.198
500,46.198
501,46.198
502,46.198
503,46.198
504,46.198
505,46.198
506,46.198
507,46.198
508,46.198
509,46.198
510,46.198
511,46.198
512,46.198
513,46.198
514,46.198
515,46.198
516,46.198
517,46.198
518,46.198
519,46.198
520,46.198
521,46.198
522,46.198
523,46.198
524,46.198
525,46.198
526,46.198
527,46.198
528,46.198
529,46.198
530,46.198
531,46.198
532,46.198
533,46.198
534,46.198
535,46.198
536,46.198
537,46.198
538,46.198
539,46.198
540,46.198
541,46.198
542,46.198
543,46.198
544,46.198
545,46.198
546,46.198
547,46.198
548,46.198
549,46.198
550,46.198
551,46.198
552,46.198
553,46.198
554,46.198
555,46.198
556,46.198
557,46.198
558,46.198
559,46.198
560,46.198
561,46.198
562,46.198
563,46.198
564,46.198
565,46.198
566,46.198
567,46.198
568,46.198
569,46.198
570,46.198
571,46.198
572,46.198
573,46.198
574,46.198
575,46.198
576,46.198
577,46.198
578,46.198
579,46.198
580,46.198
581,46.198
582,46.198
583,46.198
584,46.198
585,46.198
586,46.198
587,46.198
588,46.198
589,46.198
590,46.198
591,46.198
592,46.198
593,46.198
594,46.198
595,46.198
596,46.198
597,46.198
598,46.198
599,46.198
600,46.198
601,46.198
602,46.198
603,46.198
604,46.198
605,46.198
606,46.198
607,46.198
608,46.198
609,46.198
610,46.198
611,46.198
612,46.198
613,46.198
614,46.198
615,46.198
616,46.198
617,46.198
618,46.198
619,46.198
620,46.198
621,46.198
622,46.198
623,46.198
624,46.198
625,46.198
626,46.198
627,46.198
628,46.198
629,46.198
630,46.198
631,46.198
632,46.198
633,46.198
634,46.198
635,46.198
636,46.198
637,46.198
638,46.198
639,46.198
640,46.198
641,46.198
642,46.198
643,46.198
644,46.198
645,46.198
646,46.198
647,46.198
648,46.198
649,46.198
650,46.198
651,46.198
652,46.198
653,46.198
654,46.198
655,46.198
656,46.198
657,46.198
658,46.198
659,46.198
660,46.198
