0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
12,27,6,0,18,24,18,15,18,3,21,6,6,0,18,3,18,42,18,12,6,0,12,27,6,0,18,18,18,45,21,6,18,21,18,15,21,12,6,42,0,30,12,27,6,0,21,9,18,15,18,15,6,0,18,3,18,42,18,12,6,0,12,27,6,0,21,6,18,15,18,39,18,15,18,39,18,6,18,15,21,6,6,42,0,30,12,27,6,0,18,12,18,45,6,0,18,3,18,42,18,12,6,0,12,27,6,0,21,15,18,42,18,12,18,15,21,6,21,9,21,12,18,3,18,42,18,12,6,42,0,30
