time_ms,power_w
0,87.457
1,87.457
2,87.457
3,87.457
4,87.457
5,87.457
6,87.457
7,87.457
8,87.457
9,87.457
10,87.457
11,87.457
12,87.457
13,87.457
14,87.457
15,87.457
16,87.457
17,87.457
18,87.457
19,87.457
20,73.551
21,73.551
22,73.551
23,73.551
24,73.551
25,73.551
26,73.551
27,73.551
28,73.551
29,73.551
30,73.551
31,73.551
32,73.551
33,73.551
34,73.551
35,73.551
36,73.551
37,73.551
38,73.551
39,73.551
40,73.551
41,70.577
42,70.577
43,70.577
44,70.577
45,70.577
46,70.577
47,70.577
48,70.577
49,70.577
50,70.577
51,70.577
52,70.577
53,70.577
54,70.577
55,70.577
56,70.577
57,70.577
58,70.577
59,70.577
60,70.577
61,69.773
62,69.773
63,69.773
64,69.773
65,69.773
66,69.773
67,69.773
68,69.773
69,69.773
70,69.773
71,69.773
72,69.773
73,69.773
74,69.773
75,69.773
76,69.773
77,69.773
78,69.773
79,69.773
80,70.375
81,70.375
82,70.375
83,70.375
84,70.375
85,70.375
86,70.375
87,70.375
88,70.375
89,70.375
90,70.375
91,70.375
92,70.375
93,70.375
94,70.375
95,70.375
96,70.375
97,70.375
98,70.375
99,70.375
100,69.975
101,69.975
102,69.975
103,69.975
104,69.975
105,69.975
106,69.975
107,69.975
108,69.975
109,69.975
110,69.975
111,69.975
112,69.975
113,69.975
114,69.975
115,69.975
116,69.975
117,69.975
118,69.975
119,69.975
120,69.975
121,69.702
122,69.702
123,69.702
124,69.702
125,69.702
126,69.702
127,69.702
128,69.702
129,69.702
130,69.702
131,69.702
132,69.702
133,69.702
134,69.702
135,69.702
136,69.702
137,69.702
138,69.702
139,69.702
140,69.702
141,69.702
142,69.702
143,69.702
144,69.702
145,69.702
146,69.702
147,69.702
148,69.702
149,69.702
150,69.702
151,69.702
152,69.702
153,69.702
154,69.702
155,69.702
156,69.702
157,69.702
158,69.702
159,69.702
160,69.702
161,69.429
162,69.429
163,69.429
164,69.429
165,69.429
166,69.429
167,69.429
168,69.429
169,69.429
170,69.429
171,69.429
172,69.429
173,69.429
174,69.429
175,69.429
176,69.429
177,69.429
178,69.429
179,69.429
180,69.429
181,70.303
182,70.303
183,70.303
184,70.303
185,70.303
186,70.303
187,70.303
188,70.303
189,70.303
190,70.303
191,70.303
192,70.303
193,70.303
194,70.303
195,70.303
196,70.303
197,70.303
198,70.303
199,70.303
200,70.303
201,69.702
202,69.702
203,69.702
204,69.702
205,69.702
206,69.702
207,69.702
208,69.702
209,69.702
210,69.702
211,69.702
212,69.702
213,69.702
214,69.702
215,69.702
216,69.702
217,69.702
218,69.702
219,69.702
220,69.702
221,69.429
222,69.429
223,69.429
224,69.429
225,69.429
226,69.429
227,69.429
228,69.429
229,69.429
230,69.429
231,69.429
232,69.429
233,69.429
234,69.429
235,69.429
236,69.429
237,69.429
238,69.429
239,69.429
240,69.429
241,69.429
242,69.429
243,69.429
244,69.429
245,69.429
246,69.429
247,69.429
248,69.429
249,69.429
250,69.429
251,69.429
252,69.429
253,69.429
254,69.429
255,69.429
256,69.429
257,69.429
258,69.429
259,69.429
260,69.429
261,69.429
262,69.429
263,69.429
264,69.429
265,69.429
266,69.429
267,69.429
268,69.429
269,69.429
270,69.429
271,69.429
272,69.429
273,69.429
274,69.429
275,69.429
276,69.429
277,69.429
278,69.429
279,69.429
280,69.429
281,69.975
282,69.975
283,69.975
284,69.975
285,69.975
286,69.975
287,69.975
288,69.975
289,69.975
290,69.975
291,69.975
292,69.975
293,69.975
294,69.975
295,69.975
296,69.975
297,69.975
298,69.975
299,69.975
300,69.975
301,69.429
302,69.429
303,69.429
304,69.429
305,69.429
306,69.429
307,69.429
308,69.429
309,69.429
310,69.429
311,69.429
312,69.429
313,69.429
314,69.429
315,69.429
316,69.429
317,69.429
318,69.429
319,69.429
320,69.429
321,69.429
322,69.429
323,69.429
324,69.429
